,commit_id,author_date,bugcount,fixcount,la,ld,nf,nd,ns,ent,revd,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr,churn,buggy,fix,bugdens,strata
2082,edead4fa05fab4564dab38e0e7ffdcdea1036e78,1392016659,0.0,0.0,0,0,1,1,1,0,false,,,,,79,208448,152,,1283,,,824,,,1073,,,0.146821599453178,0.226247436773753,0.342447026657553,0,FALSE,FALSE,0.0,0
2083,edf3e39cd395150adfe36375b09253f2eef0bd2e,1318365176,0.0,0.0,443,2603,38,5,1,0.739446063479813,false,,,,,12,506632.815789474,21,,81,,,80,,,36,,,0.486842105263158,0.171052631578947,0.578947368421053,3046,FALSE,FALSE,0.0,0
2084,edfec5ac77b8dab51c54dfc68ec3711de6191330,1346238571,0.0,0.0,0,22,2,2,1,0.976020648236615,false,,,,,10,3087,20,,544,,,543,,,420,,,0.177787162162162,0.497466216216216,0.577280405405405,22,FALSE,FALSE,0.0,0
2085,ee3a4dfd50dc5a69e5d23387fd57dbddfb21173b,1322081806,0.0,0.0,51,24,3,2,1,0.841465592396609,false,,,,,25,4560,79,,21,,,21,,,20,,,0.0795454545454545,0.681818181818182,0.685606060606061,75,FALSE,FALSE,0.0,0
2086,ee3fe4e836ca1c81e50a8324a9b5f982de4fa97f,1372894786,0.0,0.0,80629,80466,972,304,6,0.889322560913221,false,,,,,169,27747.2587917042,1126,,465,,,458,,,440,,,0.31864161849711,0.574421965317919,0.682803468208092,161095,FALSE,FALSE,0.0,0
2087,ee50436938eb8122185b08681803d07f16dcd3c1,1383044218,0.0,0.0,0,39,8,6,1,0.726652040210733,false,,,,,82,550224.875,189,,835,,,730,,,776,,,0.12012987012987,0.21552257266543,0.304421768707483,39,FALSE,FALSE,0.0,0
2088,ee5c3b0bb60918a7e59e89ceffbafa2f683b74fd,1399674285,0.0,0.0,4,0,1,1,1,0,false,,,,,12,171785,17,,156,,,106,,,70,,,0.0580065359477124,0.63562091503268,0.655228758169935,4,FALSE,FALSE,0.0,0
2089,ee6f91ed97a7d94febdf9e6cd985a4c225be06b8,1316814226,0.0,0.0,12,22,1,1,1,0,false,,,,,0,0,0,,5,,,5,,,0,,,0.0212765957446809,0.638297872340426,0.638297872340426,34,FALSE,FALSE,0.0,0
2090,eea1deae5dab23fba0be0039f491ff9fc2cd9ff2,1321919676,0.0,0.0,2,2,1,1,1,0,false,,,,,15,903125,18,,76,,,76,,,50,,,0.204,0.332,0.332,4,FALSE,FALSE,0.0,0
2091,eeaf046c18d08403a0fefd778d4eb8401db0d357,1394364843,0.0,1.0,1,1,1,1,1,0,false,,,,,20,2736761,40,,17,,,17,,,8,,,0.00119300106044539,0.466330858960763,0.466330858960763,2,FALSE,TRUE,0.0,0
2092,eec5c1afa15ae80fa9403fb6bc3271e902afb070,1312920530,0.0,0.0,1215,97,11,7,1,0.482564811384682,false,,,,,4,13989.7272727273,6,,12,,,12,,,10,,,0.916666666666667,0.916666666666667,0.916666666666667,1312,FALSE,FALSE,0.0,0
2093,eed546053ae89241d730ba84f8c3ce0c89a7d0aa,1316610639,0.0,0.0,11,1,1,1,1,0,false,,,,,0,0,0,,2,,,2,,,2,,,0.214285714285714,0.214285714285714,0.285714285714286,12,FALSE,FALSE,0.0,0
2094,eed5940d30a2c17769e6a38df470f6bd6446af52,1393685954,0.0,0.0,2,4,1,1,1,0,false,,,,,26,2895666,49,,83,,,83,,,83,,,0.0112314480545527,0.329188394170344,0.329990640459955,6,FALSE,FALSE,0.0,0
2095,eed599ddd275dcb89275bf831550730d927e2b03,1347110691,0.0,0.0,0,3,1,1,1,0,false,,,,,7,401043,11,,5,,,5,,,5,,,0.0195439739413681,0.758957654723127,0.762214983713355,3,FALSE,FALSE,0.0,0
2096,eeeb5830e3ddadcc3f662ef3512f16af0ec1cac4,1406725809,0.0,0.0,24,0,2,2,1,0.870864469235364,false,,,,,45,8628853,104,,3,,,3,,,2,,,0.000374391613627855,0.25071758392612,0.25071758392612,24,FALSE,FALSE,0.0,0
2097,eef2dfa580c1a675efc2af46830547befe89dd0f,1320698829,0.0,0.0,33,0,3,2,1,0.804000965913511,false,,,,,18,139963,33,,149,,,148,,,89,,,0.517241379310345,0.454022988505747,0.706896551724138,33,FALSE,FALSE,0.0,0
2098,eef8473fa868323d4975e624341a2f1834a0ed03,1378419571,0.0,0.0,0,369,3,3,1,0.646250531241471,false,,,,,35,860584,110,,761,,,751,,,742,,,0.12497897392767,0.40336417157275,0.458031959629941,369,FALSE,FALSE,0.0,0
2099,ef01fb553a141c012c8d8600edd6b709c5807111,1396607412,0.0,0.0,1,4,1,1,1,0,false,,,,,8,1215,10,,1936,,,1592,,,906,,,0.830586080586081,0.948717948717949,0.963369963369963,5,FALSE,FALSE,0.0,0
2100,ef05cac2f2dd0133863fb0b9d681da96a700121b,1372170771,0.0,0.0,0,0,3,3,1,0,false,,,,,6,6342077.66666667,7,,34,,,34,,,16,,,0.0263157894736842,0.908668730650155,0.910216718266254,0,FALSE,FALSE,0.0,0
2101,ef196858801d64cef7b0ef0789e01526718bc3ce,1316122208,0.0,0.0,51,35,10,3,1,0.946442343383266,false,,,,,7,632774.7,13,,44,,,43,,,37,,,1,0.868421052631579,1,86,FALSE,FALSE,0.0,0
2102,ef3f158a5aa1988be8ab2f295252373f3ee85809,1400120568,0.0,0.0,40,1,2,2,1,0.281193796432043,false,,,,,54,865024,106,,2,,,2,,,1,,,0.000250469630557295,0.151534126487163,0.151534126487163,41,FALSE,FALSE,0.0,0
2103,ef7462c28ebbc0b8e36c9663acab820121e5f747,1341501512,0.0,0.0,0,8,1,1,1,0,false,,,,,34,48686,101,,597,,,597,,,566,,,0.31430155210643,0.131929046563193,0.417405764966741,8,FALSE,FALSE,0.0,0
2104,ef7e17e66591bb93eeeff8d58a8e5c96bf2eca89,1395326598,0.0,1.0,2,1,1,1,1,0,false,,,,,2,3036233,2,,251,,,245,,,190,,,0.188735177865613,0.734189723320158,0.773715415019763,3,FALSE,TRUE,0.0,0
2105,ef9c7cb8f8870a7bdb978fe1a9b045366e91053d,1313004709,0.0,0.0,14,4,2,2,1,0.964078764808229,false,,,,,3,42089.5,3,,5,,,5,,,4,,,0.384615384615385,1,1,18,FALSE,FALSE,0.0,0
2106,efb66531bc37ee416778a70d46c657608ca767af,1394718838,0.0,0.0,55,13,2,2,1,0.9231199835423,false,,,,,57,148504,147,,1828,,,1525,,,933,,,0.123072868625642,0.363552510212149,0.411384899196205,68,FALSE,FALSE,0.0,0
2107,efc350cbf1658779f4619af72b7acc7858cb8b06,1325716915,0.0,0.0,0,0,1,1,1,0,false,,,,,5,156853,4,,221,,,221,,,172,,,0.376906318082789,0.542483660130719,0.631808278867102,0,FALSE,FALSE,0.0,0
2108,efcdac3649a413c5b06ed1661545a2970f71b1fd,1319162046,0.0,0.0,1,0,1,1,1,0,false,,,,,1,6241516,1,,104,,,103,,,42,,,0.704918032786885,0.901639344262295,1,1,FALSE,FALSE,0.0,0
2109,efd4ff9c2584de9acfbae432f889e222f5058ea1,1392818328,0.0,1.0,0,3,1,1,1,0,false,,,,,8,2959217,6,,12,,,11,,,1,,,0.0013840830449827,0.546020761245675,0.546020761245675,3,FALSE,TRUE,0.0,0
2110,efdf56f12719d169ab2cb0d05f98aeb1baeac269,1330727354,0.0,0.0,0,3,1,1,1,0,false,,,,,10,1484532,12,,286,,,286,,,273,,,0.270483711747285,0.433366238894373,0.553800592300099,3,FALSE,FALSE,0.0,0
2111,efe1957237a5d52248d69f7b938575ee1dff3950,1370650118,0.0,0.0,0,0,56,31,2,0,false,,,,,290,49419.8928571429,2549,,550,,,505,,,498,,,0.104088443888194,0.243637880684189,0.32186065915728,0,FALSE,FALSE,0.0,0
2112,eff0a63758ad59d62045bf913423cdd0c440fa28,1317326088,0.0,0.0,1,1,1,1,1,0,false,,,,,2,75494,3,,28,,,28,,,27,,,0.509090909090909,0.181818181818182,0.636363636363636,2,FALSE,FALSE,0.0,0
2113,f0125d26ef773a489e4b924bcaa1195610ef6026,1318969708,0.0,0.0,35,75,2,2,1,0.131106529582345,false,,,,,6,1205662,7,,45,,,45,,,43,,,0.45360824742268,0.608247422680412,0.793814432989691,110,FALSE,FALSE,0.0,0
2114,f0388d6fec0c4830c730af1adb3d02027eb2cd1d,1398221175,0.0,0.0,19,3,2,2,1,0.845350936622436,false,,,,,166,113193,522,,25,,,25,,,25,,,0.00331252388839343,0.326665817301567,0.327685055421073,22,FALSE,FALSE,0.0,0
2115,f03af593ec93a0cd16cb1f633334e201fa5eac56,1384473827,0.0,0.0,0,3,1,1,1,0,false,,,,,41,639686,89,,1388,,,1140,,,1341,,,0.203549218868497,0.217351736690429,0.368421052631579,3,FALSE,FALSE,0.0,0
2116,f0817d3ac11f98c3d518303a50711a6a9c677851,1395797112,0.0,1.0,19,8,2,2,1,0.76420450650862,false,,,,,18,1376303,20,,1,,,1,,,1,,,0.000260281103591879,0.266918271733472,0.266918271733472,27,FALSE,TRUE,0.0,0
2118,f08b67f38116fe9ee596f3c0611424f33ac423c3,1394666410,0.0,0.0,100,4,5,5,1,0.905806497170964,false,,,,,138,52114.2,370,,24,,,24,,,24,,,0.003295978905735,0.33843111404087,0.340145023071852,104,FALSE,FALSE,0.0,0
2119,f0bf663c8759f51c6406cc66d8c9e7eb4c7271ec,1390948097,0.0,0.0,0,3169,36,1,1,0.681449040883767,false,,,,,71,163577.638888889,256,,2031,,,1647,,,1933,,,0.269022117123383,0.206982890527194,0.411461955765753,3169,FALSE,FALSE,0.0,0
2120,f1640fec0e54a4336ef9086cb74c1ca93eac4781,1351163796,0.0,0.0,0,2,1,1,1,0,false,,,,,49,36548,133,,11,,,11,,,10,,,0.00397686189443239,0.591829356471439,0.593637020968908,2,FALSE,FALSE,0.0,0
2121,f17f6d84fa2e653331f0591b6b3ecc26c3bfa372,1383044165,0.0,0.0,0,1,1,1,1,0,false,,,,,21,355932,27,,834,,,729,,,775,,,0.119993814751817,0.358280501005103,0.430802535951755,1,FALSE,FALSE,0.0,0
2122,f1bca04333684c0b462042d902f49aa92587b9f1,1342612351,0.0,0.0,0,1,1,1,1,0,false,,,,,11,51126,23,,23,,,23,,,18,,,0.00999473961073119,0.233561283534982,0.242503945291952,1,FALSE,FALSE,0.0,0
2123,f213ec7b2564db7e7cb20f2c1f3077417b36c5a5,1398586561,0.0,0.0,15,14,4,2,1,0.729534893593294,false,,,,,40,172225,101,,1961,,,1625,,,1041,,,0.132233502538071,0.321954314720812,0.380964467005076,29,FALSE,FALSE,0.0,0
2124,f225ea4f2ffcf0343722aa370dd615ee0effe305,1317157531,0.0,0.0,34,15,1,1,1,0,false,,,,,5,2629,5,,12,,,12,,,0,,,0.024390243902439,0.536585365853659,0.536585365853659,49,FALSE,FALSE,0.0,0
2125,f23498d7a2d24a56d962079af3bee6df011ca9b2,1398796252,0.0,0.0,61,77,12,6,1,0.842953017806381,false,,,,,237,460018.416666667,1478,,1227,,,1014,,,1208,,,0.15290249146326,0.363348931326673,0.434045782218288,138,FALSE,FALSE,0.0,0
2126,f25d1d51b825cd723f4fe3403f039c4acd0e93fe,1327297230,0.0,0.0,0,79,1,1,1,0,false,,,,,0,0,0,,35,,,34,,,3,,,0.114285714285714,0.0571428571428571,0.142857142857143,79,FALSE,FALSE,0.0,0
2127,f26f6589e04f51f0160a1b52f9d42e2e94e6c013,1398775061,0.0,0.0,1,1,1,1,1,0,false,,,,,14,8533900,20,,0,,,0,,,0,,,0.000625,0.423125,0.423125,2,FALSE,FALSE,0.0,0
2128,f2777f1670c3e549171bceac08b0a81d5776e739,1321987653,0.0,0.0,27,26,3,3,1,0.520875990935005,false,,,,,21,572582.666666667,62,,83,,,83,,,67,,,0.266666666666667,0.301960784313726,0.482352941176471,53,FALSE,FALSE,0.0,0
2130,f27f856531934f984399bb9aba98244b733d8231,1395883650,0.0,0.0,2,1,1,1,1,0,false,,,,,144,191948,594,,3,,,3,,,3,,,0.000519953204211621,0.256856882880541,0.256856882880541,3,FALSE,FALSE,0.0,0
2131,f283bec50ed2cf8976a3232db6f3d3cd0c41393a,1353015677,0.0,0.0,0,7,7,1,1,1,false,,,,,106,422144.285714286,639,,500,,,459,,,481,,,0.160988643954576,0.61690046760187,0.701736806947228,7,FALSE,FALSE,0.0,0
2132,f2cccd039178aae163cfc99200e537386638d02d,1398775446,0.0,0.0,16,16,1,1,1,0,false,,,,,21,156720,68,,1975,,,1638,,,1055,,,0.133620144249019,0.154498291787929,0.23940275844616,32,FALSE,FALSE,0.0,0
2133,f2fc0929d29c5722aa479911706f2294d6876b91,1321313808,0.0,0.0,13,0,2,2,1,0.961236604722876,false,,,,,14,277835,16,,70,,,70,,,46,,,0.20704845814978,0.722466960352423,0.801762114537445,13,FALSE,FALSE,0.0,0
2134,f330eac22ad47901ccd3252ffd73c46d7157644e,1381217305,0.0,1.0,0,13,2,1,1,0.995727452084926,false,,,,,14,2390519,26,,13,,,13,,,10,,,0.0102420856610801,0.865921787709497,0.867783985102421,13,FALSE,TRUE,0.0,0
2136,f34b904078c2b70ebf22fc9cfa0d87c7ef548381,1332715535,0.0,0.0,0,1,1,1,1,0,false,,,,,50,255299,119,,126,,,126,,,92,,,0.0767326732673267,0.473597359735974,0.514851485148515,1,FALSE,FALSE,0.0,0
2137,f350f24cd2bad0d62a737c0f100e40cdfbbb36f6,1396894963,0.0,0.0,4,6,2,2,1,0.468995593589281,false,,,,,42,3092621,101,,1269,,,1007,,,1197,,,0.154560701844923,0.41362404850987,0.429750999870984,10,FALSE,FALSE,0.0,0
2138,f373a0f6f83181c9b51d7d7faa2e055d9ad92868,1317305214,0.0,0.0,2,1,1,1,1,0,false,,,,,3,0,6,,19,,,16,,,3,,,0.5,0.625,0.625,3,FALSE,FALSE,0.0,0
2139,f394327f3869b8b820f1fdd345c7e6073dd82820,1321036771,0.0,0.0,7,0,1,1,1,0,false,,,,,3,2737,5,,98,,,98,,,27,,,0.311111111111111,0.844444444444444,0.877777777777778,7,FALSE,FALSE,0.0,0
2140,f3ae82f3135ad3b3ec637a8fe4166a6652b230b1,1378773832,0.0,0.0,0,0,1,1,1,0,false,,,,,86,466430,216,,270,,,241,,,82,,,0.0138888888888889,0.342369477911647,0.352409638554217,0,FALSE,FALSE,0.0,0
2141,f3c26d0d51fd9c79855a2142480903516579642a,1379467738,0.0,0.0,0,8,1,1,1,0,false,,,,,29,13980,68,,767,,,680,,,709,,,0.117065127782358,0.357295960428689,0.427699917559769,8,FALSE,FALSE,0.0,0
2142,f3dd56e916232e38e74d9e2f24ce9a738cac63cf,1317052341,0.0,0.0,1,35,2,2,1,0.650022421648354,false,,,,,2,72082.5,2,,11,,,11,,,7,,,0.242424242424242,0.696969696969697,0.818181818181818,36,FALSE,FALSE,0.0,0
2143,f3e2a80b32f85bf35366fa7ecbae4b247d224f20,1394599097,0.0,0.0,3,3,1,1,1,0,false,,,,,33,3458427,54,,3,,,1,,,3,,,0.000527913422198759,0.264220667810479,0.264484624521578,6,FALSE,FALSE,0.0,0
2144,f3e9b6d6dc53d2e85c9085a1e3ec11b51f803948,1396404110,0.0,0.0,38,29,2,2,1,0.607969612006072,false,,,,,7,4059665,10,,1160,,,988,,,701,,,0.65607476635514,0.813084112149533,0.813084112149533,67,FALSE,FALSE,0.0,0
2145,f3f46b532c528c31fbcdc0d18b18105c42a0d74c,1393891792,0.0,1.0,66,2,4,4,1,0.91212817247701,false,,,,,24,2287326,40,,23,,,23,,,18,,,0.00253333333333333,0.359733333333333,0.359866666666667,68,FALSE,TRUE,0.0,0
2146,f3fb16a7935e91f8c9034d1da84a2b17cbe186f8,1317326323,0.0,0.0,6,3,2,2,1,0.991076059838222,false,,,,,4,169407.5,7,,2,,,2,,,1,,,0.0357142857142857,0.767857142857143,0.767857142857143,9,FALSE,FALSE,0.0,0
2147,f40c3e5b8527c84d56b87d784d945caead62e361,1357159887,0.0,0.0,0,1,1,1,1,0,false,,,,,17,190086,33,,11,,,11,,,11,,,0.0212765957446809,0.602836879432624,0.604609929078014,1,FALSE,FALSE,0.0,0
2148,f45c1c52423dcbb2ea7690d56b3edc232d16636e,1394896583,0.0,1.0,133,55,5,2,1,0.862155863747965,false,,,,,16,306173,40,,503,,,408,,,246,,,0.253854059609455,0.776978417266187,0.857142857142857,188,FALSE,TRUE,0.0,0
2149,f45db5e754cd30461f47fe1b65f8cf3681d05874,1316126980,0.0,0.0,5,3,2,2,1,0.543564443199596,false,,,,,5,25488,8,,35,,,35,,,33,,,0.871794871794872,0.871794871794872,0.871794871794872,8,FALSE,FALSE,0.0,0
2150,f4646b74532d3e75a105290e8333bff92eb838ad,1403096607,0.0,1.0,14,9,3,2,1,0.940725014049597,false,,,,,74,3359494,237,,243,,,233,,,225,,,0.0282429392651837,0.194576355911022,0.212196950762309,23,FALSE,TRUE,0.0,0
2151,f469d4214f0d60a02a2f03edf512ad22e17432d7,1398178809,0.0,0.0,23,6,2,2,2,0.929363626013719,false,,,,,21,9793971.5,40,,364,,,224,,,358,,,0.364467005076142,0.624365482233503,0.839593908629442,29,FALSE,FALSE,0.0,0
2152,f48ff3c851670e6b0e005eca89566c5c970f0b77,1391559221,0.0,0.0,0,33,2,2,1,0.994030211476956,false,,,,,9,4538417,11,,2,,,2,,,2,,,0.00216294160057678,0.923576063446287,0.923576063446287,33,FALSE,FALSE,0.0,0
2153,f492fced12078733c8a84e69d222ec52c2fce609,1320956915,0.0,0.0,1,0,1,1,1,0,false,,,,,5,84420,4,,6,,,6,,,4,,,0.0248756218905473,0.288557213930348,0.298507462686567,1,FALSE,FALSE,0.0,0
2154,f4bf1f4ad5b4ad7a16ca63aad0215fc8a2fcdad2,1393769603,0.0,0.0,0,5,1,1,1,0,false,,,,,177,1105,905,,89,,,89,,,89,,,0.0120192307692308,0.33079594017094,0.331463675213675,5,FALSE,FALSE,0.0,0
2155,f5346481784cb5953cdb2e9301f2325b36496ebc,1347434638,0.0,0.0,0,0,1,1,1,0,false,,,,,34,44060,76,,1,,,1,,,1,,,0.000808080808080808,0.385858585858586,0.385858585858586,0,FALSE,FALSE,0.0,0
2156,f55e451fb790b976d3fbd3a23dd8688bcc584c77,1398060172,0.0,1.0,23,15,1,1,1,0,false,,,,,8,1774865,7,,8,,,8,,,8,,,0.00775862068965517,0.213793103448276,0.216379310344828,38,FALSE,TRUE,0.0,0
2157,f5601393e97baf87daa5b2065cb8783e3fd34214,1394187829,0.0,1.0,1,1,1,1,1,0,false,,,,,11,686312,14,,35,,,35,,,17,,,0.0194805194805195,0.741341991341991,0.744588744588745,2,FALSE,TRUE,0.0,0
2158,f56972193be903c67cd54c57bcc2becf6222aced,1396363010,0.0,1.0,23,21,4,2,1,0.843169292951053,false,,,,,3,1098703,9,,10,,,10,,,7,,,0.0075187969924812,0.794172932330827,0.794172932330827,44,FALSE,TRUE,0.0,0
2159,f570384166be85b74fcb07346ef0a6967feacafd,1387946337,0.0,0.0,0,0,8,8,1,0,false,,,,,9,9115758,12,,5,,,5,,,2,,,0.00277008310249307,0.223453370267775,0.223453370267775,0,FALSE,FALSE,0.0,0
2160,f59e5fff820c1cf6900100d058622b8b1cbb03ca,1396389996,0.0,0.0,2,0,1,1,1,0,false,,,,,9,645152,13,,1049,,,799,,,20,,,0.0196629213483146,0.877340823970037,0.879213483146067,2,FALSE,FALSE,0.0,0
2161,f5a64335e66a26331e4b4dca82149c625fc01d35,1345499479,0.0,0.0,0,66,1,1,1,0,false,,,,,46,369616,117,,145,,,145,,,131,,,0.0574412532637076,0.266318537859008,0.305047867711053,66,FALSE,FALSE,0.0,0
2162,f5bc15687bcab1e0e4a2163a194c04bd8c5d14d9,1393959894,0.0,1.0,16,3,3,2,1,0.869397880674907,false,,,,,56,373042,146,,1806,,,1518,,,914,,,0.121837549933422,0.195206391478029,0.259121171770972,19,FALSE,TRUE,0.0,0
2163,f5c7b29ce0cc1371d437e41168f30725edaaa7ce,1397242026,0.0,0.0,35,25,3,2,1,0.922254842271702,false,,,,,212,933283.333333333,1188,,1195,,,990,,,1176,,,0.151188182402055,0.430443159922929,0.505202312138728,60,FALSE,FALSE,0.0,0
2164,f5cc4f4a7a08a5447ee6120fd9a19e53db181dae,1391994469,0.0,0.0,0,296,4,4,1,0.630620266842939,false,,,,,44,333812.75,136,,503,,,481,,,497,,,0.0680979078353617,0.141802269930261,0.195815670723369,296,FALSE,FALSE,0.0,0
2165,f5d33051b6d9b0dd0fe08692758748ed34d50136,1397142079,0.0,1.0,2,1,1,1,1,0,false,,,,,8,856772,14,,4,,,4,,,4,,,0.00443262411347518,0.833333333333333,0.833333333333333,3,FALSE,TRUE,0.0,0
2166,f5e4cf8e3edd1ce0ebb8c0c7256be07d094896de,1399591986,0.0,0.0,12,0,2,2,1,0.91829583405449,false,,,,,2,883444.5,18,,80,,,80,,,71,,,0.0589198036006547,0.937806873977087,0.941080196399345,12,FALSE,FALSE,0.0,0
2167,f5eb70f918cc1a0e390e463c6535350609ac44a0,1378878576,0.0,0.0,0,4,1,1,1,0,false,,,,,6,47997,10,,57,,,57,,,47,,,0.0507936507936508,0.487830687830688,0.48994708994709,4,FALSE,FALSE,0.0,0
2168,f60ad21da95395eeca2697a588ca312fc961af18,1320779873,0.0,0.0,8,2,2,1,1,0.721928094887362,false,,,,,15,92531.5,23,,30,,,30,,,24,,,0.139664804469274,0.145251396648045,0.251396648044693,10,FALSE,FALSE,0.0,0
2169,f60c72fac04a97b321a7f2bd0865c1ae81250882,1396934579,0.0,0.0,52,8,3,3,1,0.734528682555911,false,,,,,131,1220601,341,,556,,,525,,,550,,,0.0710326157019466,0.152378496841562,0.200464096944695,60,FALSE,FALSE,0.0,0
2170,f614a7ddf57a2a4c30d9410671622caca6f4e434,1331144718,0.0,0.0,0,112,3,1,1,0.602180810265668,false,,,,,2,1628666,2,,14,,,13,,,8,,,0.176470588235294,0.568627450980392,0.627450980392157,112,FALSE,FALSE,0.0,0
2171,f63b37572df9188f2fc753c06f32488a2b2f59a9,1396407403,0.0,0.0,5,3,1,1,1,0,false,,,,,16,2267140,23,,280,,,271,,,213,,,0.309696092619392,0.117221418234443,0.390738060781476,8,FALSE,FALSE,0.0,0
2173,f6d8437d5bdc81309f850a8d6f9628438b5353da,1320863171,0.0,0.0,1,1,1,1,1,0,false,,,,,3,698603,4,,25,,,25,,,3,,,0.0512820512820513,0.858974358974359,0.858974358974359,2,FALSE,FALSE,0.0,0
2174,f6dfc3a901ce7536a72e6159583051e9bcaf8d8f,1396463127,0.0,0.0,1,0,1,1,1,0,false,,,,,11,73131,14,,1028,,,778,,,3,,,0.00369344413665743,0.784856879039704,0.784856879039704,1,FALSE,FALSE,0.0,0
2175,f6e29b81d03508deabd43a48e5e417d8ba9a7f1a,1363207399,0.0,0.0,0,38,2,2,2,0.29747224891929,false,,,,,26,91664,66,,104,,,84,,,102,,,0.261421319796954,0.852791878172589,0.903553299492386,38,FALSE,FALSE,0.0,0
2176,f70cc1aceb8abab6de69ac970fcc35ea23f70c25,1352443041,0.0,0.0,0,7,1,1,1,0,false,,,,,14,168048,30,,46,,,46,,,39,,,0.192307692307692,0.456730769230769,0.5625,7,FALSE,FALSE,0.0,0
2177,f72704fc82803254a6f335fa2a7d2459f86f877d,1379610054,0.0,0.0,0,0,138,21,2,0,false,,,,,93,147372.586956522,658,,25,,,25,,,0,,,0.00142045454545455,0.565340909090909,0.565340909090909,0,FALSE,FALSE,0.0,0
2178,f74ef1e396568e12992bbd68393043f0d2ce06bc,1353449643,0.0,0.0,0,0,1,1,1,0,false,,,,,20,119489,38,,154,,,145,,,147,,,0.530465949820789,0.422939068100358,0.792114695340502,0,FALSE,FALSE,0.0,0
2179,f7566bd14bdff44b2afeff6866fd0ecc4807eb76,1320870716,0.0,0.0,274,277,1,1,1,0,false,,,,,8,11276,18,,164,,,163,,,102,,,0.533678756476684,0.295336787564767,0.652849740932642,551,FALSE,FALSE,0.0,0
2180,f77ed34d097ffaa98b44fad2a39b12c938122596,1357158481,0.0,0.0,0,10,2,1,1,0.721928094887362,false,,,,,4,5139405,5,,8,,,8,,,8,,,0.0160427807486631,0.472370766488413,0.474153297682709,10,FALSE,FALSE,0.0,0
2181,f781b6a0573f0deea75f45978e78f6c3d7d49cb8,1399960390,0.0,0.0,8,1,1,1,1,0,false,,,,,29,415418,117,,4,,,4,,,0,,,0.000125439036628199,0.250376317109885,0.250376317109885,9,FALSE,FALSE,0.0,0
2182,f7d99b07f72037b87d5e9f63b48a7c49f7116fe5,1393735545,0.0,1.0,60,6,2,2,2,0.957181438544672,false,,,,,8,110293,16,,37,,,27,,,35,,,0.0241448692152917,0.480885311871227,0.488262910798122,66,FALSE,TRUE,0.0,0
2183,f7f9e6228d8b73be6c1a4ad3fd998d02104a7a3b,1399069847,0.0,1.0,33,2,2,2,1,0.660962335144208,false,,,,,18,349200,79,,227,,,211,,,217,,,0.135910224438903,0.504364089775561,0.554239401496259,35,FALSE,TRUE,0.0,0
2184,f813eb634064d1561d5fbfac1ec57a7b052307bd,1377666059,0.0,0.0,0,12,1,1,1,0,false,,,,,54,71311,107,,911,,,692,,,885,,,0.151349504612231,0.334130509053639,0.433378886231637,12,FALSE,FALSE,0.0,0
2185,f81fe165941d343ed2f6a008df17e9aac6169f4b,1322492723,0.0,0.0,18,1,2,2,2,0.629249223856035,false,,,,,0,0,0,,0,,,0,,,0,,,0.0454545454545455,1,1,19,FALSE,FALSE,0.0,0
2186,f82e765edbcd70fe2b7c0fa0b57014483a27bcd4,1351536481,0.0,0.0,0,1,1,1,1,0,false,,,,,10,252445,23,,209,,,208,,,20,,,0.173553719008264,0.338842975206612,0.421487603305785,1,FALSE,FALSE,0.0,0
2188,f85eede2eed8bc0a06d3711d3857eea14baf1dfa,1403671381,0.0,0.0,57,11,3,3,1,0.765104038034028,false,,,,,13,3292388.66666667,15,,304,,,291,,,295,,,0.0369861302011746,0.372610271148319,0.380482319130326,68,FALSE,FALSE,0.0,0
2189,f85f240cabb0a7cc1adb3fa1c3139984e8e30d4c,1395698595,0.0,1.0,1,1,1,1,1,0,false,,,,,22,458666,41,,13,,,13,,,10,,,0.010689990281827,0.776482021379981,0.778425655976676,2,FALSE,TRUE,0.0,0
2190,f868ae92c54a90e4c1503ea4fdb4a76a3adfb477,1379623203,0.0,0.0,0,0,1,1,1,0,false,,,,,22,130743,56,,3,,,3,,,0,,,0.00103950103950104,0.491683991683992,0.491683991683992,0,FALSE,FALSE,0.0,0
2191,f86d244e45310dbef7f22c6f320fac6897fdce1f,1396383460,0.0,1.0,66,18,3,1,1,0.950490480237144,false,,,,,2,3806852.66666667,3,,214,,,198,,,171,,,0.161350844277674,0.283302063789869,0.369606003752345,84,FALSE,TRUE,0.0,0
2192,f86ec68be715073fbdcc6ef21f6053deea710289,1329769319,0.0,0.0,0,0,2,2,1,0,false,,,,,19,329989,37,,31,,,31,,,10,,,0.0121546961325967,0.501657458563536,0.50828729281768,0,FALSE,FALSE,0.0,0
2193,f89d13b141eba66487b3d858cd075a47b2de6016,1398163011,0.0,1.0,48,1,4,2,1,0.7410784271916,false,,,,,62,1244732.75,184,,1945,,,1614,,,1027,,,0.131089007906146,0.136317266003571,0.221882172915073,49,FALSE,TRUE,0.0,0
2194,f8b95a08d5f8a529980137266cb257b3506da508,1399972957,0.0,0.0,2,2,2,1,1,1,false,,,,,12,5936417.5,15,,300,,,296,,,291,,,0.036619011788312,0.353147730122899,0.355405066466014,4,FALSE,FALSE,0.0,0
